Date and time,Check time,Measured air temperature,Forecasted air temperature,Feelslike temperature,Forecasted feelslike temperature
2023-03-10 18:00:00,2023-03-10 18:00:00,-3.6,-3.7,-8.9,-10.7
2023-03-10 21:00:00,2023-03-10 21:00:00,-3.2,-1,-7.6,-6.2
2023-03-11 00:00:00,2023-03-11 00:00:00,-2.1,2.3,-4.8,-1.5
2023-03-11 03:00:00,2023-03-11 03:00:00,-0.2,3.3,-2.9,-0.8
2023-03-11 06:00:00,2023-03-11 06:00:00,0.7,3.8,-1.3,-1
2023-03-11 09:00:00,2023-03-11 09:00:00,1.9,3.8,-1.1,-1.4
2023-03-11 12:00:00,2023-03-11 12:00:00,3.5,-1.2,0.9,-8.9
2023-03-11 15:00:00,2023-03-11 15:00:00,0,-1.8,-5.5,-9.4
2023-03-11 18:00:00,2023-03-11 18:00:00,-1.8,-2.9,-7.7,-9.6
2023-03-11 21:00:00,2023-03-11 21:00:00,-1.7,-4,-7.1,-11
2023-03-12 00:00:00,2023-03-12 00:00:00,-3,-3.8,-8.9,-10.3
2023-03-12 03:00:00,2023-03-12 03:00:00,-4.5,-3.7,-8.2,-10.1
2023-03-12 06:00:00,2023-03-12 06:00:00,-4.2,-5,-8.4,-11.2
2023-03-12 09:00:00,2023-03-12 09:00:00,-0.2,-2.4,-5.2,-8.5
2023-03-12 12:00:00,2023-03-12 12:00:00,-0.6,-0.4,-6.7,-5.4
2023-03-12 15:00:00,2023-03-12 15:00:00,-0.5,-1.9,-6.2,-7.9
2023-03-12 18:00:00,2023-03-12 18:00:00,-1.8,-4.3,-7.7,-10.9
2023-03-12 21:00:00,2023-03-12 21:00:00,-3.4,-5.8,-7.8,-11.4
2023-03-13 00:00:00,2023-03-13 00:00:00,-6.4,-6.7,-11.2,-12.5
2023-03-13 03:00:00,2023-03-13 03:00:00,-9.2,-4.4,-13.2,-9.7
2023-03-13 06:00:00,2023-03-13 06:00:00,-7.5,-3.5,-12.3,-9.3
2023-03-13 09:00:00,2023-03-13 09:00:00,1.1,-0.5,-2.8,-6.1
2023-03-13 12:00:00,2023-03-13 12:00:00,2.8,1.2,-2,-3.9
2023-03-13 15:00:00,2023-03-13 15:00:00,1,1.1,-3.8,-2.9
2023-03-13 18:00:00,2023-03-13 18:00:00,2,0,-2.9,-5.9
2023-03-13 21:00:00,2023-03-13 21:00:00,3.8,1.3,-0.5,-4.6
2023-03-14 00:00:00,2023-03-14 00:00:00,4.6,2.9,1.4,-2.6
2023-03-14 03:00:00,2023-03-14 03:00:00,5.4,3.6,5.4,-1.3
2023-03-14 06:00:00,2023-03-14 06:00:00,4.8,5,0.7,0.5
2023-03-14 09:00:00,2023-03-14 09:00:00,5.4,8.3,5.4,8.3
2023-03-14 12:00:00,2023-03-14 12:00:00,8.7,10.6,8.7,10.6
2023-03-14 15:00:00,2023-03-14 15:00:00,9.8,10.8,9.8,10.8
2023-03-14 18:00:00,2023-03-14 18:00:00,7.4,8.6,7.4,8.6
2023-03-14 21:00:00,2023-03-14 21:00:00,7.3,6.9,7.3,6.9
2023-03-15 00:00:00,2023-03-15 00:00:00,6.7,7.4,6.7,7.4
2023-03-15 03:00:00,2023-03-15 03:00:00,5.9,6.6,5.9,6.6
2023-03-15 06:00:00,2023-03-15 06:00:00,2.3,6.5,-1.1,6.5
2023-03-15 09:00:00,2023-03-15 09:00:00,3.3,4.4,-0.1,0.6
2023-03-15 12:00:00,2023-03-15 12:00:00,4.3,5,1,1.8
2023-03-15 15:00:00,2023-03-15 15:00:00,4.1,4.6,1.7,2
2023-03-15 18:00:00,2023-03-15 18:00:00,2.2,2.8,0.1,-0.1
2023-03-15 21:00:00,2023-03-15 21:00:00,0.3,1.9,-2.1,-1.2
2023-03-16 00:00:00,2023-03-16 00:00:00,-1.3,-0.1,-3.5,-2.6
2023-03-16 03:00:00,2023-03-16 03:00:00,-1.4,-0.8,-1.4,-4.5
2023-03-16 06:00:00,2023-03-16 06:00:00,-1,0.1,-1,-3.4
2023-03-16 09:00:00,2023-03-16 09:00:00,2,3.6,-0.4,0.1
2023-03-16 12:00:00,2023-03-16 12:00:00,5.2,5.6,5.2,5.6
2023-03-16 15:00:00,2023-03-16 15:00:00,4.4,4.7,2.9,2.1
2023-03-16 18:00:00,2023-03-16 18:00:00,0.9,-0.4,0.9,-2.9
2023-03-16 21:00:00,2023-03-16 21:00:00,-2.2,-2.3,-2.2,-5.1
2023-03-17 00:00:00,2023-03-17 00:00:00,-4.3,-3.6,-4.3,-6.6
2023-03-17 03:00:00,2023-03-17 03:00:00,-4.8,-3.9,-7.4,-7
2023-03-17 06:00:00,2023-03-17 06:00:00,-2.7,-1.1,-2.7,-4.8
2023-03-17 09:00:00,2023-03-17 09:00:00,5.6,5.5,5.6,5.5
2023-03-17 12:00:00,2023-03-17 12:00:00,7.4,7,7.4,7
2023-03-17 15:00:00,2023-03-17 15:00:00,6.7,5.6,6.7,5.6
