Date and time,Check time,Measured air temperature,Forecasted air temperature,Feelslike temperature,Forecasted feelslike temperature
2023-03-11 18:00:00,2023-03-11 18:00:00,1,-1.9,-4.4,-8.8
2023-03-11 21:00:00,2023-03-11 21:00:00,0.9,-3,-3.8,-9.8
2023-03-12 00:00:00,2023-03-12 00:00:00,1.1,-3,-2.6,-9.8
2023-03-12 03:00:00,2023-03-12 03:00:00,1.3,-4.3,-3.9,-11.4
2023-03-12 06:00:00,2023-03-12 06:00:00,1.1,-3.7,-4.3,-10.7
2023-03-12 09:00:00,2023-03-12 09:00:00,1.5,-1.7,-4,-8.5
2023-03-12 12:00:00,2023-03-12 12:00:00,-0.3,-0.7,-6.6,-7.2
2023-03-12 15:00:00,2023-03-12 15:00:00,1.1,-1.5,-4.4,-7.4
2023-03-12 18:00:00,2023-03-12 18:00:00,0.9,-4.2,-3.2,-10.8
2023-03-12 21:00:00,2023-03-12 21:00:00,1.1,-6.3,-2.9,-12
2023-03-13 00:00:00,2023-03-13 00:00:00,1,-7.2,-1.9,-13.1
2023-03-13 03:00:00,2023-03-13 03:00:00,1.2,-6.3,-2.8,-12.8
2023-03-13 06:00:00,2023-03-13 06:00:00,-1.1,-3.5,-5.8,-10.4
2023-03-13 09:00:00,2023-03-13 09:00:00,0.2,-1.2,-3.8,-7.9
2023-03-13 12:00:00,2023-03-13 12:00:00,1.3,1.1,-2.7,-4.9
2023-03-13 15:00:00,2023-03-13 15:00:00,3.5,1.5,-0.9,-4.7
2023-03-13 18:00:00,2023-03-13 18:00:00,4.8,3,0.4,-1.2
2023-03-13 21:00:00,2023-03-13 21:00:00,4.7,4,0.6,-0.8
2023-03-14 00:00:00,2023-03-14 00:00:00,5.5,5.8,5.5,5.8
2023-03-14 03:00:00,2023-03-14 03:00:00,5.5,6.4,5.5,6.4
2023-03-14 06:00:00,2023-03-14 06:00:00,6.7,6.9,6.7,6.9
2023-03-14 09:00:00,2023-03-14 09:00:00,7.6,10.9,7.6,10.9
2023-03-14 12:00:00,2023-03-14 12:00:00,6,11.9,6,11.9
2023-03-14 15:00:00,2023-03-14 15:00:00,7.6,10.2,7.6,10.2
2023-03-14 18:00:00,2023-03-14 18:00:00,6.3,6.4,6.3,6.4
2023-03-14 21:00:00,2023-03-14 21:00:00,5.7,6.3,5.7,6.3
2023-03-15 00:00:00,2023-03-15 00:00:00,2.1,2.3,-0.4,-1.5
2023-03-15 03:00:00,2023-03-15 03:00:00,3,1,-1.1,-3.7
2023-03-15 06:00:00,2023-03-15 06:00:00,2.4,1.8,-1.5,-1.3
2023-03-15 09:00:00,2023-03-15 09:00:00,4,6,1.1,6
2023-03-15 12:00:00,2023-03-15 12:00:00,4.5,5,1.2,2.5
2023-03-15 15:00:00,2023-03-15 15:00:00,4,4.2,1.1,1.5
2023-03-15 18:00:00,2023-03-15 18:00:00,2.3,3.1,-0.5,0.2
2023-03-15 21:00:00,2023-03-15 21:00:00,2,2,-0.9,-1.1
2023-03-16 00:00:00,2023-03-16 00:00:00,2.3,0.3,-1.3,-2.1
2023-03-16 03:00:00,2023-03-16 03:00:00,1.8,-1,-0.9,-3.6
2023-03-16 06:00:00,2023-03-16 06:00:00,2.1,0.1,-0.2,-2.3
2023-03-16 09:00:00,2023-03-16 09:00:00,4.1,3.6,2.2,0.1
2023-03-16 12:00:00,2023-03-16 12:00:00,0.4,5.6,0.4,5.6
2023-03-16 15:00:00,2023-03-16 15:00:00,1.9,4.6,0.4,0.8
2023-03-16 18:00:00,2023-03-16 18:00:00,-0.8,0.7,-0.8,-2.7
2023-03-16 21:00:00,2023-03-16 21:00:00,-1.7,-1.2,-1.7,-5.8
2023-03-17 00:00:00,2023-03-17 00:00:00,-2.7,-4.3,-2.7,-7.5
2023-03-17 03:00:00,2023-03-17 03:00:00,-3.9,-4.5,-6.5,-4.5
2023-03-17 06:00:00,2023-03-17 06:00:00,-1.4,-2.9,-4,-5.8
2023-03-17 09:00:00,2023-03-17 09:00:00,2.1,3,-1.5,-0.6
2023-03-17 12:00:00,2023-03-17 12:00:00,5.5,5.4,5.5,5.4
